id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
87687,Witch's Backpack,accessory,brooch,4,A,,,S,,S,A,,B,,Street,Animal,Orange,Yellow,,Apple,Halloween Night,TRUE,FALSE,FALSE,"She danced to the rhythm with those on the float, her costumes catching everyone’s eyes even in the darkness."
87688,Magic Water Gun,accessory,left handheld,4,A,,,SS,,S,A,,A,,Street,Animal,Blue,White,,Apple,Halloween Night,TRUE,FALSE,FALSE,"On the campus decorated with pumpkin lanterns and little monsters, people along the way cheered at every float."
87689,Game of Black and White,accessory,hair ornament,4,A,,SS,,,S,,A,A,,Britain,,Silver,Brown,,Gallery,Game of Black and White,TRUE,FALSE,FALSE,Squares on chessboard are like intricate and dangerous mazes waiting for the two sides to start a thinking contest.
87690,Queen’s Will,accessory,earrings,3,,S,S,,,A,,A,B,,,,Silver,Black,,Gallery,Game of Black and White,TRUE,FALSE,FALSE,"When roses were blooming, the Queen held up the scepter to command her army and defeated the enemies."
87691,In the Name of Knight,accessory,right handheld,3,B,,S,,,S,,A,A,,,,White,Brown,,Gallery,Game of Black and White,TRUE,FALSE,FALSE,Knights' mission is to guard their masters in wars. Sacrifice and dedication can never erase their enduring spirit.
87692,Unpredictable Game,accessory,hair ornament,4,A,,S,,,SS,,A,B,,Britain,,Purple,Blue,,,,FALSE,FALSE,FALSE,Guards arriving at the chessboard’s other side untied shackles and got promoted. Game situation changed at once.
87693,Supreme Domain,accessory,earrings,3,,S,S,,,A,,A,B,,,,Silver,White,,,,FALSE,FALSE,FALSE,"As the trump card deciding the outcome, the Queen’s noble soul is like morning light shining over the chessboard."
87694,For Glory,accessory,right handheld,3,A,,S,,,S,,A,A,,,,Silver,Black,,,,FALSE,FALSE,FALSE,"Knights with sharp swords strike with precision in the name of honor, and they’ll breach the strongest defense."
87695,In the Name of Dignity,accessory,right handheld,3,A,,S,,,S,,B,B,,,,Silver,Blue,,,,FALSE,FALSE,FALSE,"Don’t flinch or give up. Wear armor, open up a new road in cracks, and seek the possible from the impossible."
87696,In the Name of Justice,accessory,right handheld,3,A,,S,,,S,,B,A,,,,Pink,White,,,,FALSE,FALSE,FALSE,"They won’t fall easily at the hopeless end. Read the oath, raise the shield of justice, and fight until the end."
87697,Resonant Echo,accessory,hair ornament,4,A,,,SS,,S,,B,,S,,,Blue,Yellow,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,"Sensitivity, consideration and empathy. Such features sprouted with her divination talent and became her skills."
87698,Pure Prophecy,accessory,earrings,3,,S,,S,,B,,A,,A,,,Blue,Brown,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,"Meaning is given by people. She interprets mysteries, respects hard work and encourages others to move forward."
87699,Horizon of Dazzling Mirror,accessory,face accessory,3,,S,,A,,S,,B,,A,Sports,,Blue,Green,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,Old-fashioned eyeglasses that seem to be out of place make the eyes having seen numerous mysteries look gentler.
87700,Backlighting Color,accessory,hairpin,3,,S,,S,,A,,B,,A,,,Yellow,Brown,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,"She likes rock music, sports, graffiti and fancy decorations. She doesn’t like those arcane traditions."
87701,Starry Dream Inspiration,accessory,necklace,3,,S,,S,,A,,A,,B,,,Blue,White,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,Give your answers without interfering with others. It’s master's principle and wisdom. She finally understood it.
87702,Bunny in Memory,accessory,waist decoration,3,A,,,S,,S,,B,,A,,,Blue,Yellow,,Gallery,Backlighting Color,TRUE,FALSE,FALSE,It’s the first mascot Master taught her to make and is her best friend. It will only be given to the right one.
87703,Just One Moment,accessory,hair ornament,4,A,,,S,,SS,,S,,B,,,Blue,White,,,,FALSE,FALSE,FALSE,"Although Master said some encounters couldn’t be predicted by divination, she doesn’t stop looking for Master."
87704,Pure Drip,accessory,earrings,3,,S,,S,,A,,A,,A,,,Blue,Pink,,,,FALSE,FALSE,FALSE,"She felt everything she saw during the journeys with her heart, be it sunset glow or strangers’ kind smiles."
87705,Voice from the Past,accessory,face accessory,3,,S,,A,,S,,A,,A,Sports,,Blue,White,,,,FALSE,FALSE,FALSE,"She hoped to meet Master in every journey. Even if it was not the case, she still enjoyed all the new things."
87706,Scenery at That Time,accessory,hairpin,3,,S,,S,,B,,A,,B,,,Blue,White,,,,FALSE,FALSE,FALSE,She memorized Master's teachings and used divination to predict Master's whereabouts. But she failed all the time.
87707,Seeking in Heart,accessory,necklace,3,,S,,S,,B,,A,,A,,,Blue,White,,,,FALSE,FALSE,FALSE,"Wandering in a small city, she leisurely tasted an ice cream. Suddenly, a rabbit in a window caught her attention."
87708,Bunny Again,accessory,waist decoration,3,A,,,S,,S,,B,,B,,,Red,Pink,,,,FALSE,FALSE,FALSE,She immediately recognized the simple and cute rabbit was made by Master. Perhaps reunion was just unpredictable.
87709,My New Old-Friend,accessory,hair ornament,4,B,,,S,,SS,,A,,A,,,Yellow,Orange,,,,FALSE,FALSE,FALSE,"Instead of asking her to do divination, these shy girls treated her as a friend and told her their secret stories."
87710,Secret Words from Starlight,accessory,earrings,3,,S,,S,,A,,B,,A,,,Yellow,Brown,,,,FALSE,FALSE,FALSE,"Study, family and love. Although she can’t solve customers' problems via a divination, she can find the key issue."
87711,Dents of Time,accessory,face accessory,3,,S,,A,,S,,A,,A,Sports,,Orange,Yellow,,,,FALSE,FALSE,FALSE,"The flickering light made her face indiscernible. After busy work, she would take eyeglasses off and rub her eyes."
87712,Honey-Colored Caramel,accessory,hairpin,3,,S,,SS,,A,,B,,A,,,Orange,Brown,,,,FALSE,FALSE,FALSE,"When guests get emotional, she’ll offer handmade desserts. Please feel free to eat the delicious and free foods."
87713,Guide of Light,accessory,necklace,3,,S,,S,,A,,A,,B,,,Brown,Orange,,,,FALSE,FALSE,FALSE,"In her spare time, she will go out to gain more wonderful experiences and share her feelings with all her friends."
87714,Collection of Time,accessory,waist decoration,3,A,,,S,,S,,B,,A,,,Silver,White,,,,FALSE,FALSE,FALSE,"Furniture in the shop is old-fashioned, but trinkets are fashionable. However, the simple rabbit is not for sale."
87715,Sacred Feathers,accessory,hairpin,4,B,,,SS,,S,A,,A,,Traditional,,Brown,Red,,Wasteland,Whisper in Wilderness,TRUE,FALSE,FALSE,The archpriest gave Keid a sacred feather to protect her and guide more people.
87716,Neck Ring of Expect,accessory,necklace,4,A,,,S,,B,S,,A,,Traditional,,Brown,White,,Wasteland,Whisper in Wilderness,TRUE,FALSE,FALSE,Keid shook wind-bells to calm down those people who had experienced nightmares and disperse night ghosts.
87717,Star in the Magic Night,accessory,right handheld,4,A,,,SS,,S,B,,A,,Traditional,,Brown,Black,,Wasteland,Whisper in Wilderness,TRUE,FALSE,FALSE,"If you hang the dreamcatchers woven by Keid on the bedside, nightmare memory will disappear at dawn."
87718,Whisper in the Forest,accessory,right hand ornament,4,,SS,,A,,S,A,,A,,,,Brown,Red,,Wasteland,Whisper in Wilderness,TRUE,FALSE,FALSE,Colorful dreams hide secrets of the past and the future. Keid will choose to tell people the answers or bury them.
87719,Sacred Feathers-Limpid,accessory,hairpin,4,B,,,S,,S,S,,A,,Traditional,,Silver,Blue,,,,FALSE,FALSE,FALSE,Keid seemed to understand that what villagers experienced were the things in their previous dreams.
87720,Neck Ring of Expect-Limpid,accessory,necklace,4,B,,,S,,A,S,,A,,Traditional,,Blue,Silver,,,,FALSE,FALSE,FALSE,"With another burst of intense white light, Keid woke up and found that she just had a dream in the forest."
87721,Dream Weaving,accessory,right handheld,4,A,,,SS,,SS,A,,A,,Traditional,,Black,White,,,,FALSE,FALSE,FALSE,Were those experiences realities or dreams? Maybe we were in one’s dream. Keid set out again to look for answers.
87722,Whisper in the Forest-Limpid,accessory,right hand ornament,4,,SS,,B,,S,A,,A,,,,Blue,,,,,FALSE,FALSE,FALSE,The secret cave was empty and the forest looked the same. Keid returned to village and told villagers everything.
87723,Sacred Feathers-Sun,accessory,hairpin,4,A,,,S,,SS,A,,A,,Traditional,,Pink,Red,,,,FALSE,FALSE,FALSE,"Being chased, jumping off towers, meeting dead relatives, and exploring the mountains... all kinds of weird dreams."
87724,Neck Ring of Expecting-Sun,accessory,necklace,4,B,,,S,,A,S,,A,,Traditional,,Brown,Pink,,,,FALSE,FALSE,FALSE,"The Village Elder told her that there should be a mysterious object in the mountains, which led to weird dreams."
87725,Serene Night of Magic,accessory,right handheld,4,A,,,S,,SS,A,,A,,Traditional,,Brown,Black,,,,FALSE,FALSE,FALSE,"To find out the secrets, Keid decided to explore the mountains surrounding the Pelu Village."
87726,Whisper in the Forest-Sun,accessory,right hand ornament,4,,S,,A,,SS,A,,A,,,,Brown,Red,,,,FALSE,FALSE,FALSE,No one knew what was hiding deep in the mountains. The only clue was an ancient song passed down for generations.
87727,Luxury Unlimited,accessory,right handheld,4,,S,S,,A,,A,,,A,,,Brown,Yellow,,Apple,Fashion Hunter,TRUE,FALSE,FALSE,Joyce didn't expect to be accused of plagiarism at her party to promote collaborative design.
87728,Perfectionism,accessory,gloves,4,,A,SS,,S,,A,,,B,,,Silver,Black,,Apple,Fashion Hunter,TRUE,FALSE,FALSE,"As her reputation grew, so did the number of designers looking for cooperation, but Joyce insisted on standard."
87729,Special Identity,accessory,left handheld,4,,A,S,,S,,A,,,A,,,Brown,,,Apple,Fashion Hunter,TRUE,FALSE,FALSE,"A former classmate approached Joyce with a couture collection, which impressed her and led to the collaboration."
87730,Beret Medal-Platinum,accessory,hair ornament,4,,B,SS,,SS,,A,,,A,,,White,Silver,,,,FALSE,FALSE,FALSE,"Joyce became a legend in the fashion world. Her design style kept being copied, but she was nowhere to be found."
87731,Timeless Treasures-Platinum,accessory,earrings,4,,SS,SS,,A,,A,,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Several years later, an independent studio shot to fame for its unique design philosophy and beautiful products."
87732,Direction of Grace-Platinum,accessory,scarf,4,,B,S,,SS,,A,,,A,,,Brown,Orange,,,,FALSE,FALSE,FALSE,"After hard investigation, journalists found out that the owner was just Joyce, who had long left the public eye."
87733,Luxury Unlimited-Platinum,accessory,right handheld,4,,S,S,,B,,A,,,S,,,Brown,,,,,FALSE,FALSE,FALSE,"More mature and determined, Joyce returned to the fashion world and became their style icon."
87734,Perfectionism-Platinum,accessory,gloves,4,,S,S,,SS,,A,,,A,,,White,Brown,,,,FALSE,FALSE,FALSE,She took interviews and her confident smile quickly made the front pages of fashion magazines.
87735,Special Identity-Platinum,accessory,left handheld,4,,A,S,,SS,,A,,,A,,,Brown,Orange,,,,FALSE,FALSE,FALSE,"Over the years, Joyce sticked to her dream of helping talented designers who otherwise had no resources."
87736,Embracing Ice and Snow,accessory,hair ornament,4,A,,A,,,SS,,S,A,,,,White,Pink,,Cloud,Frozen Flower,TRUE,FALSE,FALSE,"The prince's brothers tricked him into hunting in the mountains for jealousy, intending to keep him here forever."
87737,Cold Fragrance,accessory,hairpin,4,,S,A,,,A,,SS,A,,,,White,Red,,Cloud,Frozen Flower,TRUE,FALSE,FALSE,"At night, a mountain fire burned outside the cave. The warm, soft hand held him to run for a long time."
87738,Heart of Snow Hare,accessory,brooch,4,A,,S,,,SS,,S,B,,,,White,Blue,,Cloud,Frozen Flower,TRUE,FALSE,FALSE,"She shoved something cold into his hand. He asked her to leave with him, but failed to hold her hand after all."
87739,Pure White Snow Hare,accessory,right handheld,4,A,,S,,,S,,SS,B,,,,Blue,Silver,,Cloud,Frozen Flower,TRUE,FALSE,FALSE,"The warm sense of touch spread from his hands to the whole body, but her footsteps drifted away."
87740,Embracing Ice and Snow-Dream,accessory,hair ornament,4,A,,A,,,S,,S,A,,,,Pink,White,,,,FALSE,FALSE,FALSE,"The snow melted away, and the dead branches sprouted new buds, spreading the message of spring to everywhere."
87741,Cold Fragrance-Dream,accessory,hairpin,4,,SS,A,,,B,,SS,A,,,,White,Pink,,,,FALSE,FALSE,FALSE,"He keenly recognized the girl not far away, whose expression looked cool, but eyes were smiling."
87742,Heart of Snow Hare-Dream,accessory,brooch,4,B,,S,,,S,,S,A,,,,White,Pink,,,,FALSE,FALSE,FALSE,"It really takes years to re-cultivate, I've come as soon as possible.' The girl smiled, like a spring breeze."
87743,Pure White Snow Hare-Dream,accessory,right handheld,4,B,,SS,,,B,,SS,B,,,,Purple,Pink,,,,FALSE,FALSE,FALSE,"As the cherry blossoms flying, snow that had begun years ago finally ceased and the sky cleared at this moment."
87744,Fleeting Shadows,accessory,ground,5,A,,SS,,,A,,A,,S,,,Brown,White,,Apple,Serene Promise,TRUE,FALSE,FALSE,"But this time, someone is approaching her on the road. The night is near and the fireflies are light stars."
87745,Poems of Romance,accessory,earrings,5,S,,SS,,,A,,SS,,A,,,Brown,White,,Apple,Serene Promise,TRUE,FALSE,FALSE,"On the long road, the pure courage turned into a quiet pond that could calm her down at any time."
87746,Mottled Heart,accessory,necklace,5,A,,SS,,,A,,SS,,S,,,Brown,White,,Apple,Serene Promise,TRUE,FALSE,FALSE,They promised to return here when their dreams are realized. The little oath echoes in the wind.
87747,Elegant Era,accessory,gloves,5,A,,SS,,,S,,SS,,A,,,White,Brown,,Apple,Serene Promise,TRUE,FALSE,FALSE,"She has seen the raging ocean, the long rivers, and also vast lakes, but they all cannot match this little reed pond."
87748,Blooming Dawn,accessory,right hand ornament,5,,S,SS,,,S,,A,,A,,,Brown,Yellow,,Apple,Serene Promise,TRUE,FALSE,FALSE,She always believes that they will meet again as they have promised. It must be a memorable day.
87749,Sylish Landing,accessory,left handheld,5,A,,SS,,,SS,,A,,S,,,Brown,White,,Apple,Serene Promise,TRUE,FALSE,FALSE,"Maybe it's still early, but thinking of it gives her light like the fireflies in the dark night."
87750,Rustling Regret,accessory,waist decoration,5,A,,SS,,,A,,SS,,S,,,Brown,White,,Apple,Serene Promise,TRUE,FALSE,FALSE,Maybe this year is not the year. She sighs and turns to leave. The rustle of the reed speaks for her regret.
87751,Wool Hat,accessory,hair ornament,4,,S,B,,SS,,,A,A,,,,Brown,Pink,,Apple,Smart Detective,TRUE,FALSE,FALSE,"Young and vigorous but not bad-hearted, the boys learned what's going on and wanted to work with Tina."
87752,College Spirit,accessory,face accessory,4,,A,S,,SS,,,A,A,,,,Silver,Brown,,Apple,Smart Detective,TRUE,FALSE,FALSE,"The boys and Tina investigated clues on the ranch, and found tracks like wild wolves."
87753,Equipment for Investigation,accessory,brooch,4,A,,SS,,S,,,B,A,,,,Red,Brown,,Apple,Smart Detective,TRUE,FALSE,FALSE,Tina realized that things were not to be judged on the surface alone and she needed to learn from experiences.
87754,Detective Marker,accessory,left handheld,4,,SS,B,,SS,,,A,A,,,,Brown,Red,,Apple,Smart Detective,TRUE,FALSE,FALSE,"With the help of Uncle Henry, the boys and Tina caught the wolf and sent it to the zoo."
87755,Secret of Universe,accessory,foreground,5,A,,SS,,A,,SS,,,S,,,Brown,Blue,,,,FALSE,FALSE,FALSE,What secrets are hidden in the ancient night sky? Man always tries to read the future from them.
87756,Hourglass of Retrospect,accessory,head ornament,5,SS,,A,,SS,,A,,,A,,,Yellow,White,,,,FALSE,FALSE,FALSE,Does time move forward only? Perhaps there is a world where people can travel through time and space.
87757,Weight of Stars,accessory,background,5,A,,SS,,SS,,A,,,S,,,Brown,Blue,,,,FALSE,FALSE,FALSE,"I remember when I was young; I used to dream of a gorgeous, sparkling night sky, with stars shining like jewels."
87758,Sweet Sakura Dream,accessory,hair ornament,3,A,,,S,,S,,B,,A,Maiden,,White,Pink,,Gallery,Kawaii Sweetheart,TRUE,FALSE,FALSE,"Although every day is busy, her passion for dessert never wanes and today is also a day to work on her dream!"
87759,Glorious Souvenir,accessory,hair ornament,4,SS,,,A,,S,,S,A,,Dryad,,Brown,Orange,,Lilith,Maple Leaves in Autumn,TRUE,FALSE,FALSE,"After passing through the cave, she was immediately absorbed by the mountain peak shining with golden light."
87760,Autumn in a Shuck,accessory,earrings,4,A,,,S,,S,,A,A,,,,Brown,Orange,,Lilith,Maple Leaves in Autumn,TRUE,FALSE,FALSE,"The maple leaves all around shone in the sun, and this quiet golden sea is nostalgic as a mother's embrace."
87761,Heart of Firefly,accessory,necklace,4,A,,,A,,SS,,SS,A,,Dryad,,Brown,White,,Lilith,Maple Leaves in Autumn,TRUE,FALSE,FALSE,"Autumn is a season of missing and departure, but it is also a season of reunion and touching."
87762,Luscious Yearning,accessory,brooch,4,A,,,SS,,S,,A,B,,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Sweet mooncakes represent family love, and all the heartfelt wishes are whispered to the full moon in the sky."
87763,Monument Fragment,accessory,foreground,5,,SS,A,,SS,,A,,A,,,,Silver,White,,Pigeon,Imprint of Time,TRUE,FALSE,FALSE,The wind from the desert or ocean whistles through her ears and brings the messages to unveil the world's secrets.
87764,Learned Wise,accessory,hair ornament,5,,S,SS,,SS,,A,,A,,Britain,,Brown,Pink,,Pigeon,Imprint of Time,TRUE,FALSE,FALSE,"The legend of gem fades away, and the stele was damaged in the war, causing the fragments to scatter in the world."
87765,Renaissance of Civilization,accessory,brooch,5,,SS,SS,,A,,A,,A,,,,Brown,White,,Pigeon,Imprint of Time,TRUE,FALSE,FALSE,"The girl read about stele in the tome, describing its light as an ever-bright star regardless of time and space."
87766,Eyes of History,accessory,right handheld,5,,A,SS,,S,,A,,A,,,,Brown,Red,,Pigeon,Imprint of Time,TRUE,FALSE,FALSE,The girl embarks on a solitary journey without trace of predecessors. The ancient writing is her only companion.
